singleSetId,weight,reps,distance,duration,elevationGain,setNumber,exerciseSetParseId,exerciseName,workoutId,workoutDate,fake_user_id
FD762SqDHS,20.0,10.0,0.0,0.0,0.0,1,x91THw7qPI,Barbell Bench Press,6tOw4PdrIS,2019-04-13,fake_id_653
SIwuJqJTYz,25.0,5.0,0.0,0.0,0.0,1,XBzpoan0NB,Dumbbell Shoulder Press,uak5IAIf97,2017-07-16,fake_id_652
SXwcWoS2ER,8.0,10.0,0.0,0.0,0.0,1,wQ0E62nlfz,Dumbbell Shoulder Press,Qth8t7MlrY,2019-02-12,fake_id_653
qNy7ek3rv8,11.339822735890994,12.0,0.0,0.0,0.0,2,orsxxUVCbl,Dumbbell Shoulder Press,LGYW77uXXB,2018-09-11,fake_id_661
tWHDmKXjHT,13.607787283069193,10.0,0.0,0.0,0.0,1,nHJ0xVVOkR,Dumbbell Shoulder Press,igwJJIqCkp,2019-05-14,fake_id_660
QO0USUAR0e,18.14371637742559,6.0,0.0,0.0,0.0,1,UeznbNGMkQ,Dumbbell Shoulder Press,PUyoRlV75X,2019-05-13,fake_id_664
JYtIXN53PQ,9.071858188712797,15.0,0.0,0.0,0.0,1,TDNufzo7qr,Dumbbell Shoulder Press,VdzlCgDY9z,2019-06-03,fake_id_656
u8zWVeWpAC,11.339822735890994,15.0,0.0,0.0,0.0,2,qA4Alf2vRq,Dumbbell Shoulder Press,ozJ9prdEKt,2018-10-08,fake_id_661
hSKZelMPNh,0.0,15.0,0.0,0.0,0.0,1,DkIIpvBHr9,Bicycle Crunch,wyiN4LXeDX,2019-05-23,fake_id_654
OiXfLvn7tM,20.41168092460379,12.0,0.0,0.0,0.0,2,UBDmxwx1Ey,Barbell Curl,74CQNxyZV2,2019-07-31,fake_id_654
O3ZRHMIb8E,20.0,8.0,0.0,0.0,0.0,4,Pzh08StTuU,Barbell Curl,aRiMErJ4Yj,2019-09-11,fake_id_663
PYgKBpwAtx,31.75150366049478,4.0,0.0,0.0,0.0,3,vBEz3cBHme,Barbell Curl,HwgolaTOh7,2019-08-13,fake_id_655
RUN05FAal3,36.28743275485118,8.0,0.0,0.0,0.0,2,tVXKWDQro1,Barbell Curl,pgGjGk78BG,2019-07-16,fake_id_651
t9Do2JZHT2,65.77097186816775,8.0,0.0,0.0,0.0,3,l6egyCaA5X,Barbell Shoulder Press,45Lb3tj8K5,2019-03-02,fake_id_665
Cz3FXmnr6F,22.67964547178199,5.0,0.0,0.0,0.0,5,gfDKA362Up,Barbell Shoulder Press,8Zn9OwD9WH,2019-05-10,fake_id_654
G4OBGJWiBW,52.16318458509857,3.0,0.0,0.0,0.0,6,rYiDqjbiCg,Barbell Shoulder Press,qKm6jemifk,2018-07-14,fake_id_664
uXifldkSxv,24.94761001896019,8.0,0.0,0.0,0.0,2,myPB3AEbIi,Barbell Shoulder Press,6aYob3J7sm,2019-08-25,fake_id_657
SJi7aAfs7q,0.0,0.0,0.0,30.0,0.0,1,W0vqND9Z6D,Plank,t6kxsexlKH,2019-02-22,fake_id_663
5IbFuiMRWH,0.0,45.0,0.0,0.0,0.0,2,gMaM9dEzjq,Plank,nQ5sBmbB7E,2018-01-10,fake_id_669
T0IFnQYkrX,0.0,0.0,0.0,60.0,0.0,1,P5kAuH8nGA,Plank,3JDkhfRLHM,2019-06-04,fake_id_655
XaK6JTIgLv,0.0,0.0,0.0,60.0,0.0,2,60bzdOIpO7,Plank,3gn0rbLXGO,2019-01-25,fake_id_663
o9Xkh5aoSL,0.0,0.0,0.0,65.0,0.0,2,YowOwvC1F8,Plank,yv7DOhDCWG,2019-02-22,fake_id_653
x3TQk1PrHN,0.0,0.0,0.0,60.0,0.0,2,diaFbyrvAB,Plank,QNGZ763H8Q,2019-02-22,fake_id_665
4Yc4rHHwXL,0.0,0.0,0.0,60.0,0.0,2,fNAmCjpVp0,Plank,Q9bMSeKfzf,2019-04-16,fake_id_664
mmBFPXEm2m,30.0,8.0,0.0,0.0,0.0,3,93EmKX21TP,Dumbbell Bicep Curl,LGAGn88hJR,2017-05-10,fake_id_652
HJMQUBADO8,30.0,12.0,0.0,0.0,0.0,3,P9bGhMmKuk,Dumbbell Bicep Curl,tsHyl8wNfC,2017-05-25,fake_id_652
8avmxeY48M,11.339822735890994,5.0,0.0,0.0,0.0,5,R5H86SVkrX,Dumbbell Bicep Curl,7wsXChyvz9,2019-02-26,fake_id_660
pWY82wRgwB,9.071858188712797,8.0,0.0,0.0,0.0,3,HR2nqWgAwQ,Dumbbell Bicep Curl,RX1jiusH7b,2019-01-15,fake_id_660
2tMhpi6tcS,13.607787283069193,10.0,0.0,0.0,0.0,2,rZWgZRLar7,Dumbbell Bicep Curl,Ed5GpwYYub,2019-07-18,fake_id_667
7HAIiVNLnq,9.071858188712797,8.0,0.0,0.0,0.0,1,19pfsUNOkm,Dumbbell Bicep Curl,kMp7zaARGV,2018-08-13,fake_id_661
P0AZjW09E0,13.607787283069193,8.0,0.0,0.0,0.0,2,ERRoacUdIn,Dumbbell Bicep Curl,yuWdXzt4g1,2019-06-30,fake_id_667
07pMzgrWDX,9.071858188712797,10.0,0.0,0.0,0.0,1,L3lAEutp7y,Dumbbell Bicep Curl,TXxtMIC7Ab,2018-10-13,fake_id_661
wFOQkGaO8B,9.071858188712797,12.0,0.0,0.0,0.0,4,qCoGXsEJ2p,Dumbbell Bicep Curl,aABt6E9cLt,2019-08-08,fake_id_655
WSQmE7xsCy,30.0,10.0,0.0,0.0,0.0,3,muslgpunLe,Dumbbell Bicep Curl,dUCUfW2Hoy,2017-11-09,fake_id_652
po66r7vbnV,6.0,12.0,0.0,0.0,0.0,2,sDsN3MArAf,Seated Tricep Press,zgHge1tDXB,2019-01-27,fake_id_663
YNb2zH1b9S,10.659433371737533,15.0,0.0,0.0,0.0,2,gRoQWIi3ph,Seated Tricep Press,1IeBVgZ1kC,2019-03-21,fake_id_654
GstikYrrxq,16.0,10.0,0.0,0.0,0.0,2,szGsVHSswG,Seated Tricep Press,eODia7juXE,2019-08-01,fake_id_653
N92rj8HR5R,13.607787283069193,10.0,0.0,0.0,0.0,2,AkOeAI8abW,Seated Tricep Press,RbfFptUKOl,2019-07-12,fake_id_654
B9zU0hnsJq,24.94761001896019,8.0,0.0,0.0,0.0,1,zdjnHqTOio,Seated Tricep Press,NCDQ2SFbgC,2018-07-17,fake_id_664
GAfWLwLiwU,20.41168092460379,10.0,0.0,0.0,0.0,1,wMxRm4Y04V,Bent Over Barbell Row,Xiu0wVxWMy,2019-08-20,fake_id_660
DCskE3wZeC,40.82336184920758,12.0,0.0,0.0,0.0,4,NE1FgVzHW1,Bent Over Barbell Row,SSS8HOBaKZ,2019-05-26,fake_id_664
pNjO0alC7e,20.0,15.0,0.0,0.0,0.0,3,x8vGFBPdpj,Hammer Curls,zdZEmWgin2,2017-04-30,fake_id_652
yQvA0axx1S,5.669911367945497,15.0,0.0,0.0,0.0,1,cHp0ItCbxL,Hammer Curls,wRhGFw1dgB,2019-05-06,fake_id_661
TP4uh9tC9M,15.87575183024739,8.0,0.0,0.0,0.0,5,7dl7I2SsPp,Hammer Curls,wK0xyw5Kv1,2018-08-10,fake_id_651
cjMkk7KKlh,12.0,10.0,0.0,0.0,0.0,1,t6Wzezy8rd,Hammer Curls,Jjl7XSaErX,2018-12-01,fake_id_653
8g4iLAaJRf,0.0,2.0,0.0,0.0,0.0,2,Ie7Es5Zxth,Pull Up,FOdiIuiLh4,2019-08-29,fake_id_657
BZ8G8K7rU0,0.0,4.0,0.0,0.0,0.0,2,LKUc8uYNT1,Pull Up,jUaHvnjhQB,2018-10-04,fake_id_651
FKzs1hWqvM,0.0,1.0,0.0,0.0,0.0,1,Ie7Es5Zxth,Pull Up,FOdiIuiLh4,2019-08-29,fake_id_657
1DPAQpbWI8,0.0,1.0,0.0,0.0,0.0,5,DPyuxn16bn,Pull Up,SdbVZFupy3,2018-08-07,fake_id_661
qfNVM5Ivhs,0.0,8.0,0.0,0.0,0.0,2,UNlwaEWj2S,Pull Up,0R390cTu8h,2019-06-05,fake_id_654
McpDFiMjSG,70.30690096252415,7.0,0.0,0.0,0.0,2,nDRfbwEcnw,Barbell Incline Bench Press,h4rCsRFei1,2019-07-17,fake_id_651
XntraCIdtx,0.0,8.0,0.0,0.0,0.0,1,VoA6Ksvx2S,Tuck Jump,FaFOtUx1PE,2019-08-10,fake_id_663
SSuSHoU1SN,24.94761001896019,15.0,0.0,0.0,0.0,1,di1HWLpz5F,Rack Pulls,RbfFptUKOl,2019-07-12,fake_id_654
FJJMVQYKRB,0.0,21.0,0.0,0.0,0.0,3,EkMpDCLXYE,Flutter Kicks,maGqyWajRU,2019-06-21,fake_id_654
mDdwY3YNgd,0.0,0.0,17737.099609375,1801.0,0.0,1,t5UQSFw3h6,Cycling,42X8K4nTR4,2018-03-25,fake_id_666
KrRRxcBVnZ,15.87575183024739,5.0,0.0,0.0,0.0,3,JDURIv7zMs,Single Leg Curl,RnA5xnY5hA,2019-03-19,fake_id_660
ykVm10MR0L,15.87575183024739,10.0,0.0,0.0,0.0,2,zrSgaFulZi,Single Leg Curl,QwyqOWtTHF,2019-03-13,fake_id_660
dy8UUma4TZ,0.0,0.0,16854.30078125,1812.0,0.0,1,U0494Yg8Cx,Cycling,3jRCGMyYcb,2018-03-24,fake_id_666
gI4ZYHZZgA,0.0,8.0,0.0,0.0,0.0,1,Fp30HgAKVU,Foam Roll Hip Abductors,ojCPLSuCix,2019-04-11,fake_id_653
sR8SsZQOWb,290.0,10.0,0.0,0.0,0.0,3,5nQtxpHeMO,Calf Press,ane9m5aQiV,2017-05-11,fake_id_652
q3kilscBS0,29.483539113316585,12.0,0.0,0.0,0.0,2,2Lg2pBJcA1,Machine Tricep Extension,VlfwNFhoCe,2019-01-31,fake_id_660
MaL5NtNK7p,185.0,10.0,0.0,0.0,0.0,2,8UY4vxbRBv,Smith Machine Shrug,fEcztuHk4X,2017-07-20,fake_id_652
5aqtYXtgIY,0.0,8.0,0.0,0.0,0.0,3,jOe7VXXSgg,Neutral Grip Pull Up,8UwNuYSl53,2019-05-28,fake_id_654
GB47riPOF4,35.0,10.0,0.0,0.0,0.0,4,ZmQoQDYF9X,Palms-Up Dumbbell Wrist Curl,IO8HQRv0fu,2017-05-20,fake_id_652
ihBAHYLiKI,0.0,15.0,0.0,0.0,0.0,2,5UD0RC35bi,Box Jump,UoIZRwzAHS,2018-11-09,fake_id_653
FpCgbbQ89G,54.43114913227677,6.0,0.0,0.0,0.0,4,jCZhWVz6CY,Smith Machine Bent Over Row,yVKkEQZrLP,2019-07-28,fake_id_664
GGH9vR6sfy,19.27769865101469,8.0,0.0,0.0,0.0,5,HeC43NWNfS,Straight-Arm Pulldown,bcCmKlAtuH,2019-05-14,fake_id_664
J3pvQ63TuJ,0.0,22.0,0.0,0.0,0.0,4,0qmZMhjD1Q,Bosu Ball Push Up,OJ6HCAQvry,2019-06-18,fake_id_656
MXB5WH3IC5,11.339822735890994,10.0,0.0,0.0,0.0,1,nAF7bt5j94,Single Arm Dumbbell Tricep Extension,QP5TuXfDC8,2019-05-09,fake_id_664
crMXCLSsX5,0.0,11.0,0.0,0.0,0.0,1,nPnZkfgq0f,Walking Lunge,lqdHIAyL3n,2019-07-30,fake_id_660
DorXFPPvpW,60.0,18.0,0.0,0.0,0.0,2,aZlRWeBpY0,Palms-Up Barbell Wrist Curl,IJTsqA1IJV,2017-07-11,fake_id_652
qwENKC2mOd,15.87575183024739,5.0,0.0,0.0,0.0,2,JDURIv7zMs,Single Leg Curl,RnA5xnY5hA,2019-03-19,fake_id_660
W2eESWYP61,26.081592292549285,5.0,0.0,0.0,0.0,3,NWttzQUFPO,Cable Tricep Extension,qcUfaswC0M,2018-06-21,fake_id_668
MXZFJD2UK5,0.0,7.0,0.0,0.0,0.0,1,DagQRZgFN0,Jump Squat,UoIZRwzAHS,2018-11-09,fake_id_653
ji77uA4c8w,3.4019468207672983,8.0,0.0,0.0,0.0,3,vx1r7lckCt,Tricep Kickback,IYRE1qPovO,2019-03-19,fake_id_661
T4uptarzeq,2.5,15.0,0.0,0.0,0.0,2,AsvqWEgJ2b,Incline Barbell Skull Crusher,9mPDb64GFx,2018-11-25,fake_id_653
a2slTojb2p,15.87575183024739,6.0,0.0,0.0,0.0,2,WXqgcFIxc4,Reverse Barbell Curl,FMjirgceAw,2018-10-28,fake_id_661
OmWsCiBSni,27.215574566138386,4.0,0.0,0.0,0.0,3,zDy3J10uD8,Shotgun Row,2u54G4Is0f,2018-12-18,fake_id_660
19BkWoidHd,24.94761001896019,4.0,0.0,0.0,0.0,3,pAFNLAjTjv,Hang Snatch,KWyry6N8rj,2019-07-05,fake_id_654
CDe1sAwMZQ,50.0,8.0,0.0,0.0,0.0,1,KbYjpzSq5g,Cable Tricep Pushdown,LGAGn88hJR,2017-05-10,fake_id_652
Frll2ebhFK,22.5,6.0,0.0,0.0,0.0,2,QxYwmzlYdD,Push Press,AHZ0Ak5Twm,2019-03-11,fake_id_653
1zkbpkGvuM,0.0,8.0,0.0,0.0,0.0,1,3Hy0XNuyc0,Foam Roll Quadriceps,yEDG28K9y6,2019-04-07,fake_id_665
UKMtA64Ua5,28.349556839727484,12.0,0.0,0.0,0.0,3,Dj8xgXeCx7,Cable Face Pull,bUlr8ucF7I,2019-08-21,fake_id_651
IG1MCPtlIc,160.0,5.0,0.0,0.0,0.0,3,2wvXTCX2kT,Assisted Chin Up,jOOHzsJYFk,2017-07-14,fake_id_652
bNWONBbmiT,11.339822735890994,3.0,0.0,0.0,0.0,1,fnYWJERJZr,Alternating Single Arm Kettlebell Swing,mStMipzmpv,2019-07-30,fake_id_657
fUE59EA89y,0.0,0.0,320.0,300.0,0.0,1,5YNIILSqKM,Elliptical,FwGBMRh9n1,2019-08-15,fake_id_663
vHAJUDXrxm,20.41168092460379,12.0,0.0,0.0,0.0,1,Et4rdBxPgy,Hammerstrength Shrug,qJuNYVEPnB,2019-08-07,fake_id_664
nTCgkS3T2t,22.67964547178199,16.0,0.0,0.0,0.0,2,7h9qnIuGHm,Machine Tricep Extension,g1a2sBN9qv,2018-11-15,fake_id_660
YgKHwAMjZS,22.67964547178199,6.0,0.0,0.0,0.0,2,QZsSdkrr2V,Cable Tricep Extension,h4rCsRFei1,2019-07-17,fake_id_651
HIYcrcQIQX,5.669911367945497,15.0,0.0,0.0,0.0,1,sI1KULtRZN,Incline Dumbbell Curl,GULsiC56iZ,2019-08-22,fake_id_669
d51FiQ4eHf,25.0,10.0,0.0,0.0,0.0,4,vJYJZepo47,Landmine Row,J4mIVpuGGN,2018-12-29,fake_id_653
F76RCTZpJc,24.94761001896019,15.0,0.0,0.0,0.0,1,hpREWqzJjL,Dumbbell Shrug,H9kbwZ40rD,2019-06-08,fake_id_664
qSTPQXHnzb,0.0,13.0,0.0,0.0,0.0,1,11feDEtU0h,Incline Push Up,oJyuyAsfBp,2019-07-05,fake_id_653
7lvV0joX2R,13.607787283069193,10.0,0.0,0.0,0.0,1,G1ZqoHPr2W,Walking Lunge,b6PZYAuuOb,2018-12-18,fake_id_660
VLCNFOwxXW,54.43114913227677,12.0,0.0,0.0,0.0,3,SZ9Csejc8w,Hammerstrength Decline Chest Press,QNGZ763H8Q,2019-02-22,fake_id_665
HPI2e5UX8P,25.0,12.0,0.0,0.0,0.0,1,5ed1LkrBWL,Barbell Step Up,6AkYcBUaEF,2019-06-01,fake_id_663
s2T7a3UmjG,0.0,8.0,0.0,0.0,0.0,2,MFypwJKADG,Neutral Grip Pull Up,niunKZuvAT,2019-04-03,fake_id_654
KqRHHBA4Ar,0.0,7.0,0.0,0.0,0.0,2,Tjk9CaFBhP,Burpee,zdFEQqeFX0,2018-09-20,fake_id_661
tRaqtNIcB5,0.0,4.0,0.0,0.0,0.0,1,JbZ9ysarxE,Walking Lunge,Wnw1icEivZ,2019-08-26,fake_id_664
MXX9BNLHkH,22.67964547178199,10.0,0.0,0.0,0.0,3,BQvWUdTWHB,Seated Barbell Shoulder Press,3O3DQDGpYs,2019-07-14,fake_id_667
OMVGbU28a9,20.41168092460379,10.0,0.0,0.0,0.0,1,9e0TocfDbd,Dumbbell Incline Fly,ftYYN2c8Ns,2019-03-25,fake_id_651
CdDJD8WGBx,5.669911367945497,5.0,0.0,0.0,0.0,4,HBDzicBQFC,Incline Dumbbell Curl,5FUO8KNjcA,2019-07-09,fake_id_661
sGWoTiMGnS,29.483539113316585,15.0,0.0,0.0,0.0,4,ObwaNImK0Q,Barbell Hip Thrust,4eASWkSdlm,2019-08-26,fake_id_654
HlJrczAmSl,70.30690096252415,8.0,0.0,0.0,0.0,3,tfLLqTaSLn,Ab Crunch Machine,rY2Pnyp3BK,2018-08-15,fake_id_658
HjJGx0ikQb,0.0,8.0,0.0,0.0,0.0,2,GRPEpcCE4m,Curtsy Lunge,NaKxNYBCBu,2019-06-11,fake_id_654
32zBCixtmV,15.87575183024739,10.0,0.0,0.0,0.0,3,Pn7t1Mu9oB,Dumbbell Decline Bench Press,xWp1G4sxPw,2019-06-04,fake_id_660
ldFuw4vLLm,15.87575183024739,5.0,0.0,0.0,0.0,1,JNh5XP5dfA,Dumbbell Step Up,DMMUoS6J3O,2019-06-09,fake_id_664
b7TquhEvbd,11.339822735890994,10.0,0.0,0.0,0.0,2,gLvRHqvo17,Chin Up,SZ6qVVtR5i,2019-04-25,fake_id_665
QaQDlQBbKV,6.8038936415345965,10.0,0.0,0.0,0.0,5,2qi7jgV3Ah,Single Arm Cable Bicep Curl,J8G31QJBGI,2019-06-05,fake_id_664
9kBFS5WYlI,50.0,5.0,0.0,0.0,0.0,5,6nwx2oKqNg,Smith Machine Calf Raise,ROiJVAFiAU,2019-06-07,fake_id_653
Jbjy3rtDmU,0.0,17.0,0.0,0.0,0.0,1,EeKiBNUGZE,Incline Push Up,rf7XTvnGJh,2019-08-06,fake_id_660
A46Wh2alNk,22.67964547178199,6.0,0.0,0.0,0.0,4,py6jaqip4I,Shotgun Row,kyOzL1o14U,2019-01-17,fake_id_660
csHi2AvADQ,97.52247552866257,10.0,0.0,0.0,0.0,3,zJBIAVflQ9,Barbell Shrug,ooSeBL06yP,2019-04-25,fake_id_660
nZPrMWmYNu,6.8038936415345965,12.0,0.0,0.0,0.0,2,iXkYcRYnEm,Single Arm Dumbbell Tricep Extension,1iRb6aqZW2,2019-08-26,fake_id_656
rqJub0LRft,0.0,60.0,2816.3520000000008,1020.0,0.0,1,hK8MNzypyu,Running,kMp7zaARGV,2018-08-13,fake_id_661
ThMlitrpYC,9.071858188712797,12.0,0.0,0.0,0.0,2,CpnhIFZez0,Zottman Curl,7cIrucGZTq,2019-03-26,fake_id_662
Az161gMeUy,0.0,15.0,0.0,0.0,0.0,2,rbhhdTyphP,Single Leg Kickback,MALrnZ3TCQ,2019-09-06,fake_id_653
1qjTwToyCn,0.0,10.0,0.0,0.0,0.0,2,9hpQRZYwLs,Parallel Bar Dip,pxJboIOg3V,2019-04-29,fake_id_656
vmC6Qd7HQM,0.0,9.0,0.0,0.0,0.0,2,DoG7J3z8wG,Incline Tricep Push Up,cO463hrFpp,2019-04-06,fake_id_661
bxK2BfXGzi,38.55539730202938,10.0,0.0,0.0,0.0,2,CXTT37q6oc,Standing Barbell Calf Raise,FOdiIuiLh4,2019-08-29,fake_id_657
p19JyonPAi,0.0,12.0,0.0,0.0,0.0,4,wMjpoKC6y4,Inverted Row,x9HYK4H7Cm,2019-07-10,fake_id_655
bMpDyihQ6F,7.5,6.0,0.0,0.0,0.0,4,dV68TYcwj7,Tricep Dip,f1buCPGMC4,2018-01-16,fake_id_669
wFwgxGE1Am,16.0,8.0,0.0,0.0,0.0,2,nHAk3Elyw4,Dumbbell Romanian Deadlift,lVCCBY8tCv,2019-07-20,fake_id_663
UenjYDRgFe,102.05840462301892,12.0,0.0,0.0,0.0,2,e2FOkD4eLX,Standing Barbell Calf Raise,JzmTx4dRlb,2019-06-03,fake_id_651
iWFjZBl8s8,9.071858188712797,18.0,0.0,0.0,0.0,3,tBHUVWFuz2,Preacher Curl,eDbaT9domG,2018-12-12,fake_id_660
GiShl9IGNI,2.2679645471781997,15.0,0.0,0.0,0.0,1,EpjWWFBV0f,Around the Worlds,FHJcP59nnC,2019-04-26,fake_id_654
7ecMdCILxy,0.0,10.0,0.0,0.0,0.0,3,sQiHRaLb3X,Reverse Lunge,ZBEWcz3H0T,2019-05-13,fake_id_670
SXmVWz8tss,43.091326396385774,15.0,0.0,0.0,0.0,2,mp05CZ4hd5,Smith Machine Stiff-Legged Deadlift,IHvtB3JFOT,2018-07-29,fake_id_664
ehZgf8I7Rk,35.0,12.0,0.0,0.0,0.0,2,gakkFPBei8,Palms-Up Dumbbell Wrist Curl,GTASBPtebV,2017-05-13,fake_id_652
WzHAXdX58T,35.0,8.0,0.0,0.0,0.0,3,qJJgTC94Z8,Assisted Pull Up,Hn8YF2zmus,2019-07-02,fake_id_653
II1L8L9748,35.0,5.0,0.0,0.0,0.0,1,xQc8rbFlYB,Good Morning,FTnzHsIt1j,2019-05-16,fake_id_653
oTw9jlYAGs,9.071858188712797,15.0,0.0,0.0,0.0,3,PSftwTkYye,Dumbbell Sumo Squat,CuLQ0EUwTl,2018-11-13,fake_id_661
lmLCXdSFhX,117.93415645326634,8.0,0.0,0.0,0.0,4,ssVWF8Pf0I,Machine Leg Press,jCr6mDbFEJ,2018-09-11,fake_id_658
RyRANrYfJK,22.67964547178199,8.0,0.0,0.0,0.0,1,98Yuci23Uw,Machine Tricep Extension,EfAUyBBqiA,2019-07-31,fake_id_660
dme5c4hlnn,0.0,2.0,0.0,0.0,0.0,2,XOXdMwAt7e,Chin Up,rAj8BKiQ8B,2019-07-20,fake_id_657
YvgpfGWi7J,13.607787283069193,10.0,0.0,0.0,0.0,1,8kO9BBuKMe,Assisted Wide Grip Pull Up,Bd0V2N5UTn,2019-07-30,fake_id_667
H0P8tHVRzk,0.0,4.0,0.0,0.0,0.0,3,vYw4B7HHyj,Tuck Jump,HmTKeT2zA0,2019-04-01,fake_id_654
bU9wmMdHoP,15.0,15.0,0.0,0.0,0.0,2,AXTbj07EXd,Palms-Down Dumbbell Wrist Curl,zdZEmWgin2,2017-04-30,fake_id_652
Ou2eGMFP8x,18.14371637742559,6.0,0.0,0.0,0.0,3,h2tRw1jyj1,Dumbbell Romanian Deadlift,DyvoF6Roj7,2019-07-29,fake_id_664
sVryOVzWzp,0.0,10.0,0.0,0.0,0.0,1,hewWbGnWln,Lunge,5t8NhN3c6T,2019-06-30,fake_id_665
RmksO74JxA,0.0,10.0,0.0,0.0,0.0,3,CpZsYaHi8U,Walking Lunge,QaC0o1EHQ9,2019-06-12,fake_id_661
ABGKjczviv,20.41168092460379,12.0,0.0,0.0,0.0,2,8sfEQzsmgQ,Seated Barbell Shoulder Press,BHo9yOx01n,2019-03-28,fake_id_654
3lUVWyGFt3,0.0,12.0,0.0,0.0,0.0,1,LEzq9zoCJT,Ab Rollout,n6xabDyrPe,2019-05-16,fake_id_663
BxEKNGbiqY,29.483539113316585,10.0,0.0,0.0,0.0,3,f7uenrTrZv,Dumbbell Shrug,Ny8m8xWMZH,2019-03-25,fake_id_660
Cc7jKfJAQ5,10.205840462301897,15.0,0.0,0.0,0.0,2,5UZrzppUqB,Dumbbell Upright Row,VaoiozvLdq,2019-07-25,fake_id_655
ozt1NfAcEU,35.0,10.0,0.0,0.0,0.0,2,4K0RdNBuFf,Palms-Up Dumbbell Wrist Curl,LGAGn88hJR,2017-05-10,fake_id_652
Hoet9DIN6l,0.0,10.0,0.0,0.0,0.0,1,at81jFcuue,Leg Pull-In,QMmUSuJqVU,2019-05-02,fake_id_660
P20H8uIDKa,31.75150366049478,12.0,0.0,0.0,0.0,3,LDnYusIwPi,Dumbbell Squat,nBzZ3w42gp,2018-04-14,fake_id_668
7anKhCoQRz,18.14371637742559,8.0,0.0,0.0,0.0,3,BVxDjRLdZs,Barbell Step Up,NCDQ2SFbgC,2018-07-17,fake_id_664
6a6d0IsvVK,13.607787283069193,10.0,0.0,0.0,0.0,3,kVGkI1Ev1e,Dumbbell Upright Row,rbNu4QgzYc,2019-02-21,fake_id_660
BJaoORZgyh,18.14371637742559,12.0,0.0,0.0,0.0,2,jCkaARMpHq,Dumbbell Pullover,W4AcGeJalC,2019-06-17,fake_id_664
P1HqI7Cdcv,25.0,12.0,0.0,0.0,0.0,2,BjQcJ9oiSb,Good Morning,3DT6YMsmHE,2019-03-24,fake_id_653
qD497fumHL,12.5,12.0,0.0,0.0,0.0,2,POEK2afsJP,Barbell Lunge,jOhkXExQUH,2019-07-02,fake_id_663
DziyWU6RAp,110.0,8.0,0.0,0.0,0.0,5,lWEbeqfGzA,Machine Bicep Curl,bGPync9h1N,2017-07-04,fake_id_652
KomiJGECVy,22.67964547178199,8.0,0.0,0.0,0.0,1,DYxsyBJcpa,Standing Leg Curl,x1oBXANJuE,2019-04-30,fake_id_665
K1LDEUtEMF,18.0,8.0,0.0,0.0,0.0,1,afCCBUjeuj,Cable Hip Adduction,G6EKsS2vXD,2019-09-03,fake_id_659
BOHECSXmZu,0.0,10.0,0.0,0.0,0.0,2,mhVllbQM2A,Exercise Ball Push Up,iLHl79ySaE,2019-07-29,fake_id_667
xAwBpNbvhI,0.0,10.0,0.0,0.0,0.0,2,816t93nnA5,Spiderman Plank Crunch,lV90G9KBMz,2019-04-24,fake_id_656
DE27IDopsY,5.0,8.0,0.0,0.0,0.0,3,NrruEsVH5R,Biceps Curl To Shoulder Press,vBkGf0su6C,2019-07-20,fake_id_659
2ktoD23Tm3,18.14371637742559,10.0,0.0,0.0,0.0,1,V3GbRojFpX,Single Arm Dumbbell Bench Press,pr2ZlZMmCe,2019-09-12,fake_id_664
i7f9cfGsbF,0.0,26.0,0.0,0.0,0.0,3,ouUvD9kCcE,Sit Up,5N38oSA27V,2018-11-13,fake_id_661
otiw7xXn8J,20.41168092460379,12.0,0.0,0.0,0.0,1,6uQCQlYlQH,Hammerstrength High Row,H4PjAHYeyW,2019-03-18,fake_id_662
TFSIKH2yut,30.0,6.0,0.0,0.0,0.0,3,dkpJhORYZb,V-Bar Pulldown,2oVkYS1g5I,2019-07-29,fake_id_663
7nTkvmnkRG,35.0,8.0,0.0,0.0,0.0,3,C8PxQnPUOp,V-Bar Pulldown,iiDzfrcLta,2019-06-12,fake_id_663
l7x49X7JSK,0.0,17.0,0.0,0.0,0.0,2,AEJSuDrNmE,Cross Body Mountain Climber,XAAksWsEtB,2019-02-16,fake_id_653
psvQi07P39,25.0,8.0,0.0,0.0,0.0,1,2IwzCFq55W,Hammerstrength Incline Chest Press,wm1XV3Vp4p,2019-07-19,fake_id_653
uxA05oLo2w,0.0,10.0,0.0,0.0,0.0,2,dAAEEl9hGs,Bosu Ball Squat,EruJ9oanhW,2019-07-30,fake_id_661
Oiu8yqczUh,10.0,10.0,0.0,0.0,0.0,3,xR8O486GY2,Single Arm Dumbbell Bench Press,KGEwftq9Fk,2019-02-14,fake_id_653
oyItL6EtYE,36.28743275485118,5.0,0.0,0.0,0.0,5,gtI1FSNtdZ,Machine Shoulder Press,CGpU5eHY1M,2019-06-20,fake_id_667
CZbkDJfey6,0.0,12.0,0.0,0.0,0.0,3,XNRZTH85dM,TRX Tricep Extension,MHaA5mhBEV,2018-02-03,fake_id_666
EAbyqxexBp,30.0,10.0,0.0,0.0,0.0,2,UfJCCK8GFm,Good Morning,YkjohqltTE,2019-05-22,fake_id_653
FFCwfnI3Qq,18.14371637742559,15.0,0.0,0.0,0.0,1,Zz3tEhjDDk,Hammerstrength Chest Press,9mXRB2OXdu,2019-03-28,fake_id_660
